wtB,B,shift_t,R,wA,cA,required_f,Kres,status
6,70754,1,21,1,0,2,2,PASS
6,141508,2,22,1,0,2,2,PASS
6,283016,3,23,1,0,2,2,PASS
6,35397,0,20,1,0,2,2,PASS
6,70794,1,21,1,0,2,2,PASS
6,141588,2,22,1,0,2,2,PASS
6,283176,3,23,1,0,2,2,PASS
6,35401,0,20,1,0,2,2,PASS
6,70802,1,21,1,0,2,2,PASS
6,141604,2,22,1,0,2,2,PASS
6,283208,3,23,1,0,2,2,PASS
6,35409,0,20,1,0,2,2,PASS
6,70818,1,21,1,0,2,2,PASS
6,141636,2,22,1,0,2,2,PASS
6,283272,3,23,1,0,2,2,PASS
6,35465,0,20,1,0,2,2,PASS
6,70930,1,21,1,0,2,2,PASS
6,141860,2,22,1,0,2,2,PASS
6,283720,3,23,1,0,2,2,PASS
6,35473,0,20,1,0,2,2,PASS
6,70946,1,21,1,0,2,2,PASS
6,141892,2,22,1,0,2,2,PASS
6,283784,3,23,1,0,2,2,PASS
6,35601,0,20,1,0,2,2,PASS
6,71202,1,21,1,0,2,2,PASS
6,142404,2,22,1,0,2,2,PASS
6,284808,3,23,1,0,2,2,PASS
6,35909,0,20,1,0,2,2,PASS
6,71818,1,21,1,0,2,2,PASS
6,143636,2,22,1,0,2,2,PASS
6,287272,3,23,1,0,2,2,PASS
6,35913,0,20,1,0,2,2,PASS
6,71826,1,21,1,0,2,2,PASS
6,143652,2,22,1,0,2,2,PASS
6,287304,3,23,1,0,2,2,PASS
6,35921,0,20,1,0,2,2,PASS
6,71842,1,21,1,0,2,2,PASS
6,143684,2,22,1,0,2,2,PASS
6,287368,3,23,1,0,2,2,PASS
6,35977,0,20,1,0,2,2,PASS
6,71954,1,21,1,0,2,2,PASS
6,143908,2,22,1,0,2,2,PASS
6,287816,3,23,1,0,2,2,PASS
6,35985,0,20,1,0,2,2,PASS
6,71970,1,21,1,0,2,2,PASS
6,143940,2,22,1,0,2,2,PASS
6,287880,3,23,1,0,2,2,PASS
6,36113,0,20,1,0,2,2,PASS
6,72226,1,21,1,0,2,2,PASS
6,144452,2,22,1,0,2,2,PASS
6,288904,3,23,1,0,2,2,PASS
5,37137,0,20,2,1,2,1,PASS
5,74274,1,21,2,1,2,1,PASS
5,148548,2,22,2,1,2,1,PASS
5,297096,3,23,2,1,2,1,PASS
6,37139,0,20,1,0,2,2,PASS
6,74278,1,21,1,0,2,2,PASS
6,148556,2,22,1,0,2,2,PASS
6,297112,3,23,1,0,2,2,PASS
6,37141,0,20,1,0,2,2,PASS
6,74282,1,21,1,0,2,2,PASS
6,148564,2,22,1,0,2,2,PASS
6,297128,3,23,1,0,2,2,PASS
6,37145,0,20,1,0,2,2,PASS
6,74290,1,21,1,0,2,2,PASS
6,148580,2,22,1,0,2,2,PASS
6,297160,3,23,1,0,2,2,PASS
6,37155,0,20,1,0,2,2,PASS
6,74310,1,21,1,0,2,2,PASS
6,148620,2,22,1,0,2,2,PASS
6,297240,3,23,1,0,2,2,PASS
6,37157,0,20,1,0,2,2,PASS
6,74314,1,21,1,0,2,2,PASS
6,148628,2,22,1,0,2,2,PASS
6,297256,3,23,1,0,2,2,PASS
6,37161,0,20,1,0,2,2,PASS
6,74322,1,21,1,0,2,2,PASS
6,148644,2,22,1,0,2,2,PASS
6,297288,3,23,1,0,2,2,PASS
6,37169,0,20,1,0,2,2,PASS
6,74338,1,21,1,0,2,2,PASS
6,148676,2,22,1,0,2,2,PASS
6,297352,3,23,1,0,2,2,PASS
6,37189,0,20,1,0,2,2,PASS
6,74378,1,21,1,0,2,2,PASS
6,148756,2,22,1,0,2,2,PASS
6,297512,3,23,1,0,2,2,PASS
6,37193,0,20,1,0,2,2,PASS
6,74386,1,21,1,0,2,2,PASS
6,148772,2,22,1,0,2,2,PASS
6,297544,3,23,1,0,2,2,PASS
6,37201,0,20,1,0,2,2,PASS
6,74402,1,21,1,0,2,2,PASS
6,148804,2,22,1,0,2,2,PASS
6,297608,3,23,1,0,2,2,PASS
6,37257,0,20,1,0,2,2,PASS
6,74514,1,21,1,0,2,2,PASS
6,149028,2,22,1,0,2,2,PASS
6,298056,3,23,1,0,2,2,PASS
6,37265,0,20,1,0,2,2,PASS
6,74530,1,21,1,0,2,2,PASS
6,149060,2,22,1,0,2,2,PASS
6,298120,3,23,1,0,2,2,PASS
6,37411,0,20,1,0,2,2,PASS
6,74822,1,21,1,0,2,2,PASS
6,149644,2,22,1,0,2,2,PASS
6,299288,3,23,1,0,2,2,PASS
6,37413,0,20,1,0,2,2,PASS
6,74826,1,21,1,0,2,2,PASS
6,149652,2,22,1,0,2,2,PASS
6,299304,3,23,1,0,2,2,PASS
6,37417,0,20,1,0,2,2,PASS
6,74834,1,21,1,0,2,2,PASS
6,149668,2,22,1,0,2,2,PASS
6,299336,3,23,1,0,2,2,PASS
6,37425,0,20,1,0,2,2,PASS
6,74850,1,21,1,0,2,2,PASS
6,149700,2,22,1,0,2,2,PASS
6,299400,3,23,1,0,2,2,PASS
6,37445,0,20,1,0,2,2,PASS
6,74890,1,21,1,0,2,2,PASS
6,149780,2,22,1,0,2,2,PASS
6,299560,3,23,1,0,2,2,PASS
6,37449,0,20,1,0,2,2,PASS
6,74898,1,21,1,0,2,2,PASS
6,149796,2,22,1,0,2,2,PASS
6,299592,3,23,1,0,2,2,PASS
6,37457,0,20,1,0,2,2,PASS
6,74914,1,21,1,0,2,2,PASS
6,149828,2,22,1,0,2,2,PASS
6,299656,3,23,1,0,2,2,PASS
6,37513,0,20,1,0,2,2,PASS
6,75026,1,21,1,0,2,2,PASS
6,150052,2,22,1,0,2,2,PASS
6,300104,3,23,1,0,2,2,PASS
6,37521,0,20,1,0,2,2,PASS
6,75042,1,21,1,0,2,2,PASS
6,150084,2,22,1,0,2,2,PASS
6,300168,3,23,1,0,2,2,PASS
6,37649,0,20,1,0,2,2,PASS
6,75298,1,21,1,0,2,2,PASS
6,150596,2,22,1,0,2,2,PASS
6,301192,3,23,1,0,2,2,PASS
6,37957,0,20,1,0,2,2,PASS
6,75914,1,21,1,0,2,2,PASS
6,151828,2,22,1,0,2,2,PASS
6,303656,3,23,1,0,2,2,PASS
6,37961,0,20,1,0,2,2,PASS
6,75922,1,21,1,0,2,2,PASS
6,151844,2,22,1,0,2,2,PASS
6,303688,3,23,1,0,2,2,PASS
6,37969,0,20,1,0,2,2,PASS
6,75938,1,21,1,0,2,2,PASS
6,151876,2,22,1,0,2,2,PASS
6,303752,3,23,1,0,2,2,PASS
6,38025,0,20,1,0,2,2,PASS
6,76050,1,21,1,0,2,2,PASS
6,152100,2,22,1,0,2,2,PASS
6,304200,3,23,1,0,2,2,PASS
6,38033,0,20,1,0,2,2,PASS
6,76066,1,21,1,0,2,2,PASS
6,152132,2,22,1,0,2,2,PASS
6,304264,3,23,1,0,2,2,PASS
6,38161,0,20,1,0,2,2,PASS
6,76322,1,21,1,0,2,2,PASS
6,152644,2,22,1,0,2,2,PASS
6,305288,3,23,1,0,2,2,PASS
6,39049,0,20,1,0,2,2,PASS
6,78098,1,21,1,0,2,2,PASS
6,156196,2,22,1,0,2,2,PASS
6,312392,3,23,1,0,2,2,PASS
6,39057,0,20,1,0,2,2,PASS
6,78114,1,21,1,0,2,2,PASS
6,156228,2,22,1,0,2,2,PASS
6,312456,3,23,1,0,2,2,PASS
6,39185,0,20,1,0,2,2,PASS
6,78370,1,21,1,0,2,2,PASS
6,156740,2,22,1,0,2,2,PASS
6,313480,3,23,1,0,2,2,PASS
6,41507,0,20,1,0,2,2,PASS
6,83014,1,21,1,0,2,2,PASS
6,166028,2,22,1,0,2,2,PASS
6,332056,3,23,1,0,2,2,PASS
6,41509,0,20,1,0,2,2,PASS
6,83018,1,21,1,0,2,2,PASS
6,166036,2,22,1,0,2,2,PASS
6,332072,3,23,1,0,2,2,PASS
6,41513,0,20,1,0,2,2,PASS
6,83026,1,21,1,0,2,2,PASS
6,166052,2,22,1,0,2,2,PASS
6,332104,3,23,1,0,2,2,PASS
6,41521,0,20,1,0,2,2,PASS
6,83042,1,21,1,0,2,2,PASS
6,166084,2,22,1,0,2,2,PASS
6,332168,3,23,1,0,2,2,PASS
6,41541,0,20,1,0,2,2,PASS
6,83082,1,21,1,0,2,2,PASS
6,166164,2,22,1,0,2,2,PASS
6,332328,3,23,1,0,2,2,PASS
6,41545,0,20,1,0,2,2,PASS
6,83090,1,21,1,0,2,2,PASS
6,166180,2,22,1,0,2,2,PASS
6,332360,3,23,1,0,2,2,PASS
6,41553,0,20,1,0,2,2,PASS
6,83106,1,21,1,0,2,2,PASS
6,166212,2,22,1,0,2,2,PASS
6,332424,3,23,1,0,2,2,PASS
6,41609,0,20,1,0,2,2,PASS
6,83218,1,21,1,0,2,2,PASS
6,166436,2,22,1,0,2,2,PASS
6,332872,3,23,1,0,2,2,PASS
6,41617,0,20,1,0,2,2,PASS
6,83234,1,21,1,0,2,2,PASS
6,166468,2,22,1,0,2,2,PASS
6,332936,3,23,1,0,2,2,PASS
6,41745,0,20,1,0,2,2,PASS
6,83490,1,21,1,0,2,2,PASS
6,166980,2,22,1,0,2,2,PASS
6,333960,3,23,1,0,2,2,PASS
6,42053,0,20,1,0,2,2,PASS
6,84106,1,21,1,0,2,2,PASS
6,168212,2,22,1,0,2,2,PASS
6,336424,3,23,1,0,2,2,PASS
6,42057,0,20,1,0,2,2,PASS
6,84114,1,21,1,0,2,2,PASS
6,168228,2,22,1,0,2,2,PASS
6,336456,3,23,1,0,2,2,PASS
6,42065,0,20,1,0,2,2,PASS
6,84130,1,21,1,0,2,2,PASS
6,168260,2,22,1,0,2,2,PASS
6,336520,3,23,1,0,2,2,PASS
6,42121,0,20,1,0,2,2,PASS
6,84242,1,21,1,0,2,2,PASS
6,168484,2,22,1,0,2,2,PASS
6,336968,3,23,1,0,2,2,PASS
6,42129,0,20,1,0,2,2,PASS
6,84258,1,21,1,0,2,2,PASS
6,168516,2,22,1,0,2,2,PASS
6,337032,3,23,1,0,2,2,PASS
6,42257,0,20,1,0,2,2,PASS
6,84514,1,21,1,0,2,2,PASS
6,169028,2,22,1,0,2,2,PASS
6,338056,3,23,1,0,2,2,PASS
6,43145,0,20,1,0,2,2,PASS
6,86290,1,21,1,0,2,2,PASS
6,172580,2,22,1,0,2,2,PASS
6,345160,3,23,1,0,2,2,PASS
6,43153,0,20,1,0,2,2,PASS
6,86306,1,21,1,0,2,2,PASS
6,172612,2,22,1,0,2,2,PASS
6,345224,3,23,1,0,2,2,PASS
6,43281,0,20,1,0,2,2,PASS
6,86562,1,21,1,0,2,2,PASS
6,173124,2,22,1,0,2,2,PASS
6,346248,3,23,1,0,2,2,PASS
6,45329,0,20,1,0,2,2,PASS
6,90658,1,21,1,0,2,2,PASS
6,181316,2,22,1,0,2,2,PASS
6,362632,3,23,1,0,2,2,PASS
6,50245,0,20,1,0,2,2,PASS
6,100490,1,21,1,0,2,2,PASS
6,200980,2,22,1,0,2,2,PASS
6,401960,3,23,1,0,2,2,PASS
6,50249,0,20,1,0,2,2,PASS
6,100498,1,21,1,0,2,2,PASS
6,200996,2,22,1,0,2,2,PASS
6,401992,3,23,1,0,2,2,PASS
6,50257,0,20,1,0,2,2,PASS
6,100514,1,21,1,0,2,2,PASS
6,201028,2,22,1,0,2,2,PASS
6,402056,3,23,1,0,2,2,PASS
6,50313,0,20,1,0,2,2,PASS
6,100626,1,21,1,0,2,2,PASS
6,201252,2,22,1,0,2,2,PASS
6,402504,3,23,1,0,2,2,PASS
6,50321,0,20,1,0,2,2,PASS
6,100642,1,21,1,0,2,2,PASS
6,201284,2,22,1,0,2,2,PASS
6,402568,3,23,1,0,2,2,PASS
6,50449,0,20,1,0,2,2,PASS
6,100898,1,21,1,0,2,2,PASS
6,201796,2,22,1,0,2,2,PASS
6,403592,3,23,1,0,2,2,PASS
6,51337,0,20,1,0,2,2,PASS
6,102674,1,21,1,0,2,2,PASS
6,205348,2,22,1,0,2,2,PASS
6,410696,3,23,1,0,2,2,PASS
6,51345,0,20,1,0,2,2,PASS
6,102690,1,21,1,0,2,2,PASS
6,205380,2,22,1,0,2,2,PASS
6,410760,3,23,1,0,2,2,PASS
6,51473,0,20,1,0,2,2,PASS
6,102946,1,21,1,0,2,2,PASS
6,205892,2,22,1,0,2,2,PASS
6,411784,3,23,1,0,2,2,PASS
6,53521,0,20,1,0,2,2,PASS
6,107042,1,21,1,0,2,2,PASS
6,214084,2,22,1,0,2,2,PASS
6,428168,3,23,1,0,2,2,PASS
5,69905,0,21,2,1,2,1,PASS
5,139810,1,22,2,1,2,1,PASS
5,279620,2,23,2,1,2,1,PASS
5,559240,3,24,2,1,2,1,PASS
6,69907,0,21,1,0,2,2,PASS
6,139814,1,22,1,0,2,2,PASS
6,279628,2,23,1,0,2,2,PASS
6,559256,3,24,1,0,2,2,PASS
6,69909,0,21,1,0,2,2,PASS
6,139818,1,22,1,0,2,2,PASS
6,279636,2,23,1,0,2,2,PASS
6,559272,3,24,1,0,2,2,PASS
6,69913,0,21,1,0,2,2,PASS
6,139826,1,22,1,0,2,2,PASS
6,279652,2,23,1,0,2,2,PASS
6,559304,3,24,1,0,2,2,PASS
6,69923,0,21,1,0,2,2,PASS
6,139846,1,22,1,0,2,2,PASS
6,279692,2,23,1,0,2,2,PASS
6,559384,3,24,1,0,2,2,PASS
6,69925,0,21,1,0,2,2,PASS
6,139850,1,22,1,0,2,2,PASS
6,279700,2,23,1,0,2,2,PASS
6,559400,3,24,1,0,2,2,PASS
6,69929,0,21,1,0,2,2,PASS
6,139858,1,22,1,0,2,2,PASS
6,279716,2,23,1,0,2,2,PASS
6,559432,3,24,1,0,2,2,PASS
6,69937,0,21,1,0,2,2,PASS
6,139874,1,22,1,0,2,2,PASS
6,279748,2,23,1,0,2,2,PASS
6,559496,3,24,1,0,2,2,PASS
6,69957,0,21,1,0,2,2,PASS
6,139914,1,22,1,0,2,2,PASS
6,279828,2,23,1,0,2,2,PASS
6,559656,3,24,1,0,2,2,PASS
6,69961,0,21,1,0,2,2,PASS
6,139922,1,22,1,0,2,2,PASS
6,279844,2,23,1,0,2,2,PASS
6,559688,3,24,1,0,2,2,PASS
6,69969,0,21,1,0,2,2,PASS
6,139938,1,22,1,0,2,2,PASS
6,279876,2,23,1,0,2,2,PASS
6,559752,3,24,1,0,2,2,PASS
6,70025,0,21,1,0,2,2,PASS
6,140050,1,22,1,0,2,2,PASS
6,280100,2,23,1,0,2,2,PASS
6,560200,3,24,1,0,2,2,PASS
6,70033,0,21,1,0,2,2,PASS
6,140066,1,22,1,0,2,2,PASS
6,280132,2,23,1,0,2,2,PASS
6,560264,3,24,1,0,2,2,PASS
6,70179,0,21,1,0,2,2,PASS
6,140358,1,22,1,0,2,2,PASS
6,280716,2,23,1,0,2,2,PASS
6,561432,3,24,1,0,2,2,PASS
6,70181,0,21,1,0,2,2,PASS
6,140362,1,22,1,0,2,2,PASS
6,280724,2,23,1,0,2,2,PASS
6,561448,3,24,1,0,2,2,PASS
6,70185,0,21,1,0,2,2,PASS
6,140370,1,22,1,0,2,2,PASS
6,280740,2,23,1,0,2,2,PASS
6,561480,3,24,1,0,2,2,PASS
6,70193,0,21,1,0,2,2,PASS
6,140386,1,22,1,0,2,2,PASS
6,280772,2,23,1,0,2,2,PASS
6,561544,3,24,1,0,2,2,PASS
6,70213,0,21,1,0,2,2,PASS
6,140426,1,22,1,0,2,2,PASS
6,280852,2,23,1,0,2,2,PASS
6,561704,3,24,1,0,2,2,PASS
6,70217,0,21,1,0,2,2,PASS
6,140434,1,22,1,0,2,2,PASS
6,280868,2,23,1,0,2,2,PASS
6,561736,3,24,1,0,2,2,PASS
6,70225,0,21,1,0,2,2,PASS
6,140450,1,22,1,0,2,2,PASS
6,280900,2,23,1,0,2,2,PASS
6,561800,3,24,1,0,2,2,PASS
6,70281,0,21,1,0,2,2,PASS
6,140562,1,22,1,0,2,2,PASS
6,281124,2,23,1,0,2,2,PASS
6,562248,3,24,1,0,2,2,PASS
6,70289,0,21,1,0,2,2,PASS
6,140578,1,22,1,0,2,2,PASS
6,281156,2,23,1,0,2,2,PASS
6,562312,3,24,1,0,2,2,PASS
6,70417,0,21,1,0,2,2,PASS
6,140834,1,22,1,0,2,2,PASS
6,281668,2,23,1,0,2,2,PASS
6,563336,3,24,1,0,2,2,PASS
6,70725,0,21,1,0,2,2,PASS
6,141450,1,22,1,0,2,2,PASS
6,282900,2,23,1,0,2,2,PASS
6,565800,3,24,1,0,2,2,PASS
6,70729,0,21,1,0,2,2,PASS
6,141458,1,22,1,0,2,2,PASS
6,282916,2,23,1,0,2,2,PASS
6,565832,3,24,1,0,2,2,PASS
6,70737,0,21,1,0,2,2,PASS
6,141474,1,22,1,0,2,2,PASS
6,282948,2,23,1,0,2,2,PASS
6,565896,3,24,1,0,2,2,PASS
6,70793,0,21,1,0,2,2,PASS
6,141586,1,22,1,0,2,2,PASS
6,283172,2,23,1,0,2,2,PASS
6,566344,3,24,1,0,2,2,PASS
6,70801,0,21,1,0,2,2,PASS
6,141602,1,22,1,0,2,2,PASS
6,283204,2,23,1,0,2,2,PASS
6,566408,3,24,1,0,2,2,PASS
6,70929,0,21,1,0,2,2,PASS
6,141858,1,22,1,0,2,2,PASS
6,283716,2,23,1,0,2,2,PASS
6,567432,3,24,1,0,2,2,PASS
6,71817,0,21,1,0,2,2,PASS
6,143634,1,22,1,0,2,2,PASS
6,287268,2,23,1,0,2,2,PASS
6,574536,3,24,1,0,2,2,PASS
6,71825,0,21,1,0,2,2,PASS
6,143650,1,22,1,0,2,2,PASS
6,287300,2,23,1,0,2,2,PASS
6,574600,3,24,1,0,2,2,PASS
6,71953,0,21,1,0,2,2,PASS
6,143906,1,22,1,0,2,2,PASS
6,287812,2,23,1,0,2,2,PASS
6,575624,3,24,1,0,2,2,PASS
6,74275,0,21,1,0,2,2,PASS
6,148550,1,22,1,0,2,2,PASS
6,297100,2,23,1,0,2,2,PASS
6,594200,3,24,1,0,2,2,PASS
6,74277,0,21,1,0,2,2,PASS
6,148554,1,22,1,0,2,2,PASS
6,297108,2,23,1,0,2,2,PASS
6,594216,3,24,1,0,2,2,PASS
6,74281,0,21,1,0,2,2,PASS
6,148562,1,22,1,0,2,2,PASS
6,297124,2,23,1,0,2,2,PASS
6,594248,3,24,1,0,2,2,PASS
6,74289,0,21,1,0,2,2,PASS
6,148578,1,22,1,0,2,2,PASS
6,297156,2,23,1,0,2,2,PASS
6,594312,3,24,1,0,2,2,PASS
6,74309,0,21,1,0,2,2,PASS
6,148618,1,22,1,0,2,2,PASS
6,297236,2,23,1,0,2,2,PASS
6,594472,3,24,1,0,2,2,PASS
6,74313,0,21,1,0,2,2,PASS
6,148626,1,22,1,0,2,2,PASS
6,297252,2,23,1,0,2,2,PASS
6,594504,3,24,1,0,2,2,PASS
6,74321,0,21,1,0,2,2,PASS
6,148642,1,22,1,0,2,2,PASS
6,297284,2,23,1,0,2,2,PASS
6,594568,3,24,1,0,2,2,PASS
6,74377,0,21,1,0,2,2,PASS
6,148754,1,22,1,0,2,2,PASS
6,297508,2,23,1,0,2,2,PASS
6,595016,3,24,1,0,2,2,PASS
6,74385,0,21,1,0,2,2,PASS
6,148770,1,22,1,0,2,2,PASS
6,297540,2,23,1,0,2,2,PASS
6,595080,3,24,1,0,2,2,PASS
6,74513,0,21,1,0,2,2,PASS
6,149026,1,22,1,0,2,2,PASS
6,298052,2,23,1,0,2,2,PASS
6,596104,3,24,1,0,2,2,PASS
6,74821,0,21,1,0,2,2,PASS
6,149642,1,22,1,0,2,2,PASS
6,299284,2,23,1,0,2,2,PASS
6,598568,3,24,1,0,2,2,PASS
6,74825,0,21,1,0,2,2,PASS
6,149650,1,22,1,0,2,2,PASS
6,299300,2,23,1,0,2,2,PASS
6,598600,3,24,1,0,2,2,PASS
6,74833,0,21,1,0,2,2,PASS
6,149666,1,22,1,0,2,2,PASS
6,299332,2,23,1,0,2,2,PASS
6,598664,3,24,1,0,2,2,PASS
6,74889,0,21,1,0,2,2,PASS
6,149778,1,22,1,0,2,2,PASS
6,299556,2,23,1,0,2,2,PASS
6,599112,3,24,1,0,2,2,PASS
6,74897,0,21,1,0,2,2,PASS
6,149794,1,22,1,0,2,2,PASS
6,299588,2,23,1,0,2,2,PASS
6,599176,3,24,1,0,2,2,PASS
6,75025,0,21,1,0,2,2,PASS
6,150050,1,22,1,0,2,2,PASS
6,300100,2,23,1,0,2,2,PASS
6,600200,3,24,1,0,2,2,PASS
6,75913,0,21,1,0,2,2,PASS
6,151826,1,22,1,0,2,2,PASS
6,303652,2,23,1,0,2,2,PASS
6,607304,3,24,1,0,2,2,PASS
6,75921,0,21,1,0,2,2,PASS
6,151842,1,22,1,0,2,2,PASS
6,303684,2,23,1,0,2,2,PASS
6,607368,3,24,1,0,2,2,PASS
6,76049,0,21,1,0,2,2,PASS
6,152098,1,22,1,0,2,2,PASS
6,304196,2,23,1,0,2,2,PASS
6,608392,3,24,1,0,2,2,PASS
6,78097,0,21,1,0,2,2,PASS
6,156194,1,22,1,0,2,2,PASS
6,312388,2,23,1,0,2,2,PASS
6,624776,3,24,1,0,2,2,PASS
6,83013,0,21,1,0,2,2,PASS
6,166026,1,22,1,0,2,2,PASS
6,332052,2,23,1,0,2,2,PASS
6,664104,3,24,1,0,2,2,PASS
6,83017,0,21,1,0,2,2,PASS
6,166034,1,22,1,0,2,2,PASS
6,332068,2,23,1,0,2,2,PASS
6,664136,3,24,1,0,2,2,PASS
6,83025,0,21,1,0,2,2,PASS
6,166050,1,22,1,0,2,2,PASS
6,332100,2,23,1,0,2,2,PASS
6,664200,3,24,1,0,2,2,PASS
6,83081,0,21,1,0,2,2,PASS
6,166162,1,22,1,0,2,2,PASS
6,332324,2,23,1,0,2,2,PASS
6,664648,3,24,1,0,2,2,PASS
6,83089,0,21,1,0,2,2,PASS
6,166178,1,22,1,0,2,2,PASS
6,332356,2,23,1,0,2,2,PASS
6,664712,3,24,1,0,2,2,PASS
6,83217,0,21,1,0,2,2,PASS
6,166434,1,22,1,0,2,2,PASS
6,332868,2,23,1,0,2,2,PASS
6,665736,3,24,1,0,2,2,PASS
6,84105,0,21,1,0,2,2,PASS
6,168210,1,22,1,0,2,2,PASS
6,336420,2,23,1,0,2,2,PASS
6,672840,3,24,1,0,2,2,PASS
6,84113,0,21,1,0,2,2,PASS
6,168226,1,22,1,0,2,2,PASS
6,336452,2,23,1,0,2,2,PASS
6,672904,3,24,1,0,2,2,PASS
6,84241,0,21,1,0,2,2,PASS
6,168482,1,22,1,0,2,2,PASS
6,336964,2,23,1,0,2,2,PASS
6,673928,3,24,1,0,2,2,PASS
6,86289,0,21,1,0,2,2,PASS
6,172578,1,22,1,0,2,2,PASS
6,345156,2,23,1,0,2,2,PASS
6,690312,3,24,1,0,2,2,PASS
6,100489,0,21,1,0,2,2,PASS
6,200978,1,22,1,0,2,2,PASS
6,401956,2,23,1,0,2,2,PASS
6,803912,3,24,1,0,2,2,PASS
6,100497,0,21,1,0,2,2,PASS
6,200994,1,22,1,0,2,2,PASS
6,401988,2,23,1,0,2,2,PASS
6,803976,3,24,1,0,2,2,PASS
6,100625,0,21,1,0,2,2,PASS
6,201250,1,22,1,0,2,2,PASS
6,402500,2,23,1,0,2,2,PASS
6,805000,3,24,1,0,2,2,PASS
6,102673,0,21,1,0,2,2,PASS
6,205346,1,22,1,0,2,2,PASS
6,410692,2,23,1,0,2,2,PASS
6,821384,3,24,1,0,2,2,PASS
6,139811,0,22,1,0,2,2,PASS
6,279622,1,23,1,0,2,2,PASS
6,559244,2,24,1,0,2,2,PASS
6,1118488,3,25,1,0,2,2,PASS
6,139813,0,22,1,0,2,2,PASS
6,279626,1,23,1,0,2,2,PASS
6,559252,2,24,1,0,2,2,PASS
6,1118504,3,25,1,0,2,2,PASS
6,139817,0,22,1,0,2,2,PASS
6,279634,1,23,1,0,2,2,PASS
6,559268,2,24,1,0,2,2,PASS
6,1118536,3,25,1,0,2,2,PASS
6,139825,0,22,1,0,2,2,PASS
6,279650,1,23,1,0,2,2,PASS
6,559300,2,24,1,0,2,2,PASS
6,1118600,3,25,1,0,2,2,PASS
6,139845,0,22,1,0,2,2,PASS
6,279690,1,23,1,0,2,2,PASS
6,559380,2,24,1,0,2,2,PASS
6,1118760,3,25,1,0,2,2,PASS
6,139849,0,22,1,0,2,2,PASS
6,279698,1,23,1,0,2,2,PASS
6,559396,2,24,1,0,2,2,PASS
6,1118792,3,25,1,0,2,2,PASS
6,139857,0,22,1,0,2,2,PASS
6,279714,1,23,1,0,2,2,PASS
6,559428,2,24,1,0,2,2,PASS
6,1118856,3,25,1,0,2,2,PASS
6,139913,0,22,1,0,2,2,PASS
6,279826,1,23,1,0,2,2,PASS
6,559652,2,24,1,0,2,2,PASS
6,1119304,3,25,1,0,2,2,PASS
6,139921,0,22,1,0,2,2,PASS
6,279842,1,23,1,0,2,2,PASS
6,559684,2,24,1,0,2,2,PASS
6,1119368,3,25,1,0,2,2,PASS
6,140049,0,22,1,0,2,2,PASS
6,280098,1,23,1,0,2,2,PASS
6,560196,2,24,1,0,2,2,PASS
6,1120392,3,25,1,0,2,2,PASS
6,140357,0,22,1,0,2,2,PASS
6,280714,1,23,1,0,2,2,PASS
6,561428,2,24,1,0,2,2,PASS
6,1122856,3,25,1,0,2,2,PASS
6,140361,0,22,1,0,2,2,PASS
6,280722,1,23,1,0,2,2,PASS
6,561444,2,24,1,0,2,2,PASS
6,1122888,3,25,1,0,2,2,PASS
6,140369,0,22,1,0,2,2,PASS
6,280738,1,23,1,0,2,2,PASS
6,561476,2,24,1,0,2,2,PASS
6,1122952,3,25,1,0,2,2,PASS
6,140425,0,22,1,0,2,2,PASS
6,280850,1,23,1,0,2,2,PASS
6,561700,2,24,1,0,2,2,PASS
6,1123400,3,25,1,0,2,2,PASS
6,140433,0,22,1,0,2,2,PASS
6,280866,1,23,1,0,2,2,PASS
6,561732,2,24,1,0,2,2,PASS
6,1123464,3,25,1,0,2,2,PASS
6,140561,0,22,1,0,2,2,PASS
6,281122,1,23,1,0,2,2,PASS
6,562244,2,24,1,0,2,2,PASS
6,1124488,3,25,1,0,2,2,PASS
6,141449,0,22,1,0,2,2,PASS
6,282898,1,23,1,0,2,2,PASS
6,565796,2,24,1,0,2,2,PASS
6,1131592,3,25,1,0,2,2,PASS
6,141457,0,22,1,0,2,2,PASS
6,282914,1,23,1,0,2,2,PASS
6,565828,2,24,1,0,2,2,PASS
6,1131656,3,25,1,0,2,2,PASS
6,141585,0,22,1,0,2,2,PASS
6,283170,1,23,1,0,2,2,PASS
6,566340,2,24,1,0,2,2,PASS
6,1132680,3,25,1,0,2,2,PASS
6,143633,0,22,1,0,2,2,PASS
6,287266,1,23,1,0,2,2,PASS
6,574532,2,24,1,0,2,2,PASS
6,1149064,3,25,1,0,2,2,PASS
6,148549,0,22,1,0,2,2,PASS
6,297098,1,23,1,0,2,2,PASS
6,594196,2,24,1,0,2,2,PASS
6,1188392,3,25,1,0,2,2,PASS
6,148553,0,22,1,0,2,2,PASS
6,297106,1,23,1,0,2,2,PASS
6,594212,2,24,1,0,2,2,PASS
6,1188424,3,25,1,0,2,2,PASS
6,148561,0,22,1,0,2,2,PASS
6,297122,1,23,1,0,2,2,PASS
6,594244,2,24,1,0,2,2,PASS
6,1188488,3,25,1,0,2,2,PASS
6,148617,0,22,1,0,2,2,PASS
6,297234,1,23,1,0,2,2,PASS
6,594468,2,24,1,0,2,2,PASS
6,1188936,3,25,1,0,2,2,PASS
6,148625,0,22,1,0,2,2,PASS
6,297250,1,23,1,0,2,2,PASS
6,594500,2,24,1,0,2,2,PASS
6,1189000,3,25,1,0,2,2,PASS
6,148753,0,22,1,0,2,2,PASS
