wtB,B,shift_t,R,wA,cA,required_f,Kres,status
6,18068,2,19,1,0,2,2,PASS
6,36136,3,20,1,0,2,2,PASS
6,4521,0,17,1,0,2,2,PASS
6,9042,1,18,1,0,2,2,PASS
6,18084,2,19,1,0,2,2,PASS
6,36168,3,20,1,0,2,2,PASS
6,4529,0,17,1,0,2,2,PASS
6,9058,1,18,1,0,2,2,PASS
6,18116,2,19,1,0,2,2,PASS
6,36232,3,20,1,0,2,2,PASS
6,4549,0,17,1,0,2,2,PASS
6,9098,1,18,1,0,2,2,PASS
6,18196,2,19,1,0,2,2,PASS
6,36392,3,20,1,0,2,2,PASS
6,4553,0,17,1,0,2,2,PASS
6,9106,1,18,1,0,2,2,PASS
6,18212,2,19,1,0,2,2,PASS
6,36424,3,20,1,0,2,2,PASS
6,4561,0,17,1,0,2,2,PASS
6,9122,1,18,1,0,2,2,PASS
6,18244,2,19,1,0,2,2,PASS
6,36488,3,20,1,0,2,2,PASS
5,4643,0,17,2,1,2,1,PASS
5,9286,1,18,2,1,2,1,PASS
5,18572,2,19,2,1,2,1,PASS
5,37144,3,20,2,1,2,1,PASS
5,4645,0,17,2,1,2,1,PASS
5,9290,1,18,2,1,2,1,PASS
5,18580,2,19,2,1,2,1,PASS
5,37160,3,20,2,1,2,1,PASS
6,4647,0,17,1,0,2,2,PASS
6,9294,1,18,1,0,2,2,PASS
6,18588,2,19,1,0,2,2,PASS
6,37176,3,20,1,0,2,2,PASS
5,4649,0,17,2,1,2,1,PASS
5,9298,1,18,2,1,2,1,PASS
5,18596,2,19,2,1,2,1,PASS
5,37192,3,20,2,1,2,1,PASS
6,4651,0,17,1,0,2,2,PASS
6,9302,1,18,1,0,2,2,PASS
6,18604,2,19,1,0,2,2,PASS
6,37208,3,20,1,0,2,2,PASS
6,4653,0,17,1,0,2,2,PASS
6,9306,1,18,1,0,2,2,PASS
6,18612,2,19,1,0,2,2,PASS
6,37224,3,20,1,0,2,2,PASS
5,4657,0,17,2,1,2,1,PASS
5,9314,1,18,2,1,2,1,PASS
5,18628,2,19,2,1,2,1,PASS
5,37256,3,20,2,1,2,1,PASS
6,4659,0,17,1,0,2,2,PASS
6,9318,1,18,1,0,2,2,PASS
6,18636,2,19,1,0,2,2,PASS
6,37272,3,20,1,0,2,2,PASS
6,4661,0,17,1,0,2,2,PASS
6,9322,1,18,1,0,2,2,PASS
6,18644,2,19,1,0,2,2,PASS
6,37288,3,20,1,0,2,2,PASS
6,4665,0,17,1,0,2,2,PASS
6,9330,1,18,1,0,2,2,PASS
6,18660,2,19,1,0,2,2,PASS
6,37320,3,20,1,0,2,2,PASS
5,4677,0,17,2,1,2,1,PASS
5,9354,1,18,2,1,2,1,PASS
5,18708,2,19,2,1,2,1,PASS
5,37416,3,20,2,1,2,1,PASS
6,4679,0,17,1,0,2,2,PASS
6,9358,1,18,1,0,2,2,PASS
6,18716,2,19,1,0,2,2,PASS
6,37432,3,20,1,0,2,2,PASS
5,4681,0,17,2,1,2,1,PASS
5,9362,1,18,2,1,2,1,PASS
5,18724,2,19,2,1,2,1,PASS
5,37448,3,20,2,1,2,1,PASS
6,4683,0,17,1,0,2,2,PASS
6,9366,1,18,1,0,2,2,PASS
6,18732,2,19,1,0,2,2,PASS
6,37464,3,20,1,0,2,2,PASS
6,4685,0,17,1,0,2,2,PASS
6,9370,1,18,1,0,2,2,PASS
6,18740,2,19,1,0,2,2,PASS
6,37480,3,20,1,0,2,2,PASS
5,4689,0,17,2,1,2,1,PASS
5,9378,1,18,2,1,2,1,PASS
5,18756,2,19,2,1,2,1,PASS
5,37512,3,20,2,1,2,1,PASS
6,4691,0,17,1,0,2,2,PASS
6,9382,1,18,1,0,2,2,PASS
6,18764,2,19,1,0,2,2,PASS
6,37528,3,20,1,0,2,2,PASS
6,4693,0,17,1,0,2,2,PASS
6,9386,1,18,1,0,2,2,PASS
6,18772,2,19,1,0,2,2,PASS
6,37544,3,20,1,0,2,2,PASS
6,4697,0,17,1,0,2,2,PASS
6,9394,1,18,1,0,2,2,PASS
6,18788,2,19,1,0,2,2,PASS
6,37576,3,20,1,0,2,2,PASS
6,4707,0,17,1,0,2,2,PASS
6,9414,1,18,1,0,2,2,PASS
6,18828,2,19,1,0,2,2,PASS
6,37656,3,20,1,0,2,2,PASS
6,4709,0,17,1,0,2,2,PASS
6,9418,1,18,1,0,2,2,PASS
6,18836,2,19,1,0,2,2,PASS
6,37672,3,20,1,0,2,2,PASS
6,4713,0,17,1,0,2,2,PASS
6,9426,1,18,1,0,2,2,PASS
6,18852,2,19,1,0,2,2,PASS
6,37704,3,20,1,0,2,2,PASS
6,4721,0,17,1,0,2,2,PASS
6,9442,1,18,1,0,2,2,PASS
6,18884,2,19,1,0,2,2,PASS
6,37768,3,20,1,0,2,2,PASS
5,4745,0,17,2,1,2,1,PASS
5,9490,1,18,2,1,2,1,PASS
5,18980,2,19,2,1,2,1,PASS
5,37960,3,20,2,1,2,1,PASS
6,4747,0,17,1,0,2,2,PASS
6,9494,1,18,1,0,2,2,PASS
6,18988,2,19,1,0,2,2,PASS
6,37976,3,20,1,0,2,2,PASS
6,4749,0,17,1,0,2,2,PASS
6,9498,1,18,1,0,2,2,PASS
6,18996,2,19,1,0,2,2,PASS
6,37992,3,20,1,0,2,2,PASS
5,4753,0,17,2,1,2,1,PASS
5,9506,1,18,2,1,2,1,PASS
5,19012,2,19,2,1,2,1,PASS
5,38024,3,20,2,1,2,1,PASS
6,4755,0,17,1,0,2,2,PASS
6,9510,1,18,1,0,2,2,PASS
6,19020,2,19,1,0,2,2,PASS
6,38040,3,20,1,0,2,2,PASS
6,4757,0,17,1,0,2,2,PASS
6,9514,1,18,1,0,2,2,PASS
6,19028,2,19,1,0,2,2,PASS
6,38056,3,20,1,0,2,2,PASS
6,4761,0,17,1,0,2,2,PASS
6,9522,1,18,1,0,2,2,PASS
6,19044,2,19,1,0,2,2,PASS
6,38088,3,20,1,0,2,2,PASS
6,4771,0,17,1,0,2,2,PASS
6,9542,1,18,1,0,2,2,PASS
6,19084,2,19,1,0,2,2,PASS
6,38168,3,20,1,0,2,2,PASS
6,4773,0,17,1,0,2,2,PASS
6,9546,1,18,1,0,2,2,PASS
6,19092,2,19,1,0,2,2,PASS
6,38184,3,20,1,0,2,2,PASS
6,4777,0,17,1,0,2,2,PASS
6,9554,1,18,1,0,2,2,PASS
6,19108,2,19,1,0,2,2,PASS
6,38216,3,20,1,0,2,2,PASS
6,4785,0,17,1,0,2,2,PASS
6,9570,1,18,1,0,2,2,PASS
6,19140,2,19,1,0,2,2,PASS
6,38280,3,20,1,0,2,2,PASS
6,4805,0,17,1,0,2,2,PASS
6,9610,1,18,1,0,2,2,PASS
6,19220,2,19,1,0,2,2,PASS
6,38440,3,20,1,0,2,2,PASS
6,4809,0,17,1,0,2,2,PASS
6,9618,1,18,1,0,2,2,PASS
6,19236,2,19,1,0,2,2,PASS
6,38472,3,20,1,0,2,2,PASS
6,4817,0,17,1,0,2,2,PASS
6,9634,1,18,1,0,2,2,PASS
6,19268,2,19,1,0,2,2,PASS
6,38536,3,20,1,0,2,2,PASS
5,4881,0,17,2,1,2,1,PASS
5,9762,1,18,2,1,2,1,PASS
5,19524,2,19,2,1,2,1,PASS
5,39048,3,20,2,1,2,1,PASS
6,4883,0,17,1,0,2,2,PASS
6,9766,1,18,1,0,2,2,PASS
6,19532,2,19,1,0,2,2,PASS
6,39064,3,20,1,0,2,2,PASS
6,4885,0,17,1,0,2,2,PASS
6,9770,1,18,1,0,2,2,PASS
6,19540,2,19,1,0,2,2,PASS
6,39080,3,20,1,0,2,2,PASS
6,4889,0,17,1,0,2,2,PASS
6,9778,1,18,1,0,2,2,PASS
6,19556,2,19,1,0,2,2,PASS
6,39112,3,20,1,0,2,2,PASS
6,4899,0,17,1,0,2,2,PASS
6,9798,1,18,1,0,2,2,PASS
6,19596,2,19,1,0,2,2,PASS
6,39192,3,20,1,0,2,2,PASS
6,4901,0,17,1,0,2,2,PASS
6,9802,1,18,1,0,2,2,PASS
6,19604,2,19,1,0,2,2,PASS
6,39208,3,20,1,0,2,2,PASS
6,4905,0,17,1,0,2,2,PASS
6,9810,1,18,1,0,2,2,PASS
6,19620,2,19,1,0,2,2,PASS
6,39240,3,20,1,0,2,2,PASS
6,4913,0,17,1,0,2,2,PASS
6,9826,1,18,1,0,2,2,PASS
6,19652,2,19,1,0,2,2,PASS
6,39304,3,20,1,0,2,2,PASS
6,4933,0,17,1,0,2,2,PASS
6,9866,1,18,1,0,2,2,PASS
6,19732,2,19,1,0,2,2,PASS
6,39464,3,20,1,0,2,2,PASS
6,4937,0,17,1,0,2,2,PASS
6,9874,1,18,1,0,2,2,PASS
6,19748,2,19,1,0,2,2,PASS
6,39496,3,20,1,0,2,2,PASS
6,4945,0,17,1,0,2,2,PASS
6,9890,1,18,1,0,2,2,PASS
6,19780,2,19,1,0,2,2,PASS
6,39560,3,20,1,0,2,2,PASS
6,5001,0,17,1,0,2,2,PASS
6,10002,1,18,1,0,2,2,PASS
6,20004,2,19,1,0,2,2,PASS
6,40008,3,20,1,0,2,2,PASS
6,5009,0,17,1,0,2,2,PASS
6,10018,1,18,1,0,2,2,PASS
6,20036,2,19,1,0,2,2,PASS
6,40072,3,20,1,0,2,2,PASS
5,5189,0,17,2,1,2,1,PASS
5,10378,1,18,2,1,2,1,PASS
5,20756,2,19,2,1,2,1,PASS
5,41512,3,20,2,1,2,1,PASS
6,5191,0,17,1,0,2,2,PASS
6,10382,1,18,1,0,2,2,PASS
6,20764,2,19,1,0,2,2,PASS
6,41528,3,20,1,0,2,2,PASS
5,5193,0,17,2,1,2,1,PASS
5,10386,1,18,2,1,2,1,PASS
5,20772,2,19,2,1,2,1,PASS
5,41544,3,20,2,1,2,1,PASS
6,5195,0,17,1,0,2,2,PASS
6,10390,1,18,1,0,2,2,PASS
6,20780,2,19,1,0,2,2,PASS
6,41560,3,20,1,0,2,2,PASS
6,5197,0,17,1,0,2,2,PASS
6,10394,1,18,1,0,2,2,PASS
6,20788,2,19,1,0,2,2,PASS
6,41576,3,20,1,0,2,2,PASS
5,5201,0,17,2,1,2,1,PASS
5,10402,1,18,2,1,2,1,PASS
5,20804,2,19,2,1,2,1,PASS
5,41608,3,20,2,1,2,1,PASS
6,5203,0,17,1,0,2,2,PASS
6,10406,1,18,1,0,2,2,PASS
6,20812,2,19,1,0,2,2,PASS
6,41624,3,20,1,0,2,2,PASS
6,5205,0,17,1,0,2,2,PASS
6,10410,1,18,1,0,2,2,PASS
6,20820,2,19,1,0,2,2,PASS
6,41640,3,20,1,0,2,2,PASS
6,5209,0,17,1,0,2,2,PASS
6,10418,1,18,1,0,2,2,PASS
6,20836,2,19,1,0,2,2,PASS
6,41672,3,20,1,0,2,2,PASS
6,5219,0,17,1,0,2,2,PASS
6,10438,1,18,1,0,2,2,PASS
6,20876,2,19,1,0,2,2,PASS
6,41752,3,20,1,0,2,2,PASS
6,5221,0,17,1,0,2,2,PASS
6,10442,1,18,1,0,2,2,PASS
6,20884,2,19,1,0,2,2,PASS
6,41768,3,20,1,0,2,2,PASS
6,5225,0,17,1,0,2,2,PASS
6,10450,1,18,1,0,2,2,PASS
6,20900,2,19,1,0,2,2,PASS
6,41800,3,20,1,0,2,2,PASS
6,5233,0,17,1,0,2,2,PASS
6,10466,1,18,1,0,2,2,PASS
6,20932,2,19,1,0,2,2,PASS
6,41864,3,20,1,0,2,2,PASS
5,5257,0,17,2,1,2,1,PASS
5,10514,1,18,2,1,2,1,PASS
5,21028,2,19,2,1,2,1,PASS
5,42056,3,20,2,1,2,1,PASS
6,5259,0,17,1,0,2,2,PASS
6,10518,1,18,1,0,2,2,PASS
6,21036,2,19,1,0,2,2,PASS
6,42072,3,20,1,0,2,2,PASS
6,5261,0,17,1,0,2,2,PASS
6,10522,1,18,1,0,2,2,PASS
6,21044,2,19,1,0,2,2,PASS
6,42088,3,20,1,0,2,2,PASS
5,5265,0,17,2,1,2,1,PASS
5,10530,1,18,2,1,2,1,PASS
5,21060,2,19,2,1,2,1,PASS
5,42120,3,20,2,1,2,1,PASS
6,5267,0,17,1,0,2,2,PASS
6,10534,1,18,1,0,2,2,PASS
6,21068,2,19,1,0,2,2,PASS
6,42136,3,20,1,0,2,2,PASS
6,5269,0,17,1,0,2,2,PASS
6,10538,1,18,1,0,2,2,PASS
6,21076,2,19,1,0,2,2,PASS
6,42152,3,20,1,0,2,2,PASS
6,5273,0,17,1,0,2,2,PASS
6,10546,1,18,1,0,2,2,PASS
6,21092,2,19,1,0,2,2,PASS
6,42184,3,20,1,0,2,2,PASS
6,5283,0,17,1,0,2,2,PASS
6,10566,1,18,1,0,2,2,PASS
6,21132,2,19,1,0,2,2,PASS
6,42264,3,20,1,0,2,2,PASS
6,5285,0,17,1,0,2,2,PASS
6,10570,1,18,1,0,2,2,PASS
6,21140,2,19,1,0,2,2,PASS
6,42280,3,20,1,0,2,2,PASS
6,5289,0,17,1,0,2,2,PASS
6,10578,1,18,1,0,2,2,PASS
6,21156,2,19,1,0,2,2,PASS
6,42312,3,20,1,0,2,2,PASS
6,5297,0,17,1,0,2,2,PASS
6,10594,1,18,1,0,2,2,PASS
6,21188,2,19,1,0,2,2,PASS
6,42376,3,20,1,0,2,2,PASS
6,5317,0,17,1,0,2,2,PASS
6,10634,1,18,1,0,2,2,PASS
6,21268,2,19,1,0,2,2,PASS
6,42536,3,20,1,0,2,2,PASS
6,5321,0,17,1,0,2,2,PASS
6,10642,1,18,1,0,2,2,PASS
6,21284,2,19,1,0,2,2,PASS
6,42568,3,20,1,0,2,2,PASS
6,5329,0,17,1,0,2,2,PASS
6,10658,1,18,1,0,2,2,PASS
6,21316,2,19,1,0,2,2,PASS
6,42632,3,20,1,0,2,2,PASS
5,5393,0,17,2,1,2,1,PASS
5,10786,1,18,2,1,2,1,PASS
5,21572,2,19,2,1,2,1,PASS
5,43144,3,20,2,1,2,1,PASS
6,5395,0,17,1,0,2,2,PASS
6,10790,1,18,1,0,2,2,PASS
6,21580,2,19,1,0,2,2,PASS
6,43160,3,20,1,0,2,2,PASS
6,5397,0,17,1,0,2,2,PASS
6,10794,1,18,1,0,2,2,PASS
6,21588,2,19,1,0,2,2,PASS
6,43176,3,20,1,0,2,2,PASS
6,5401,0,17,1,0,2,2,PASS
6,10802,1,18,1,0,2,2,PASS
6,21604,2,19,1,0,2,2,PASS
6,43208,3,20,1,0,2,2,PASS
6,5411,0,17,1,0,2,2,PASS
6,10822,1,18,1,0,2,2,PASS
6,21644,2,19,1,0,2,2,PASS
6,43288,3,20,1,0,2,2,PASS
6,5413,0,17,1,0,2,2,PASS
6,10826,1,18,1,0,2,2,PASS
6,21652,2,19,1,0,2,2,PASS
6,43304,3,20,1,0,2,2,PASS
6,5417,0,17,1,0,2,2,PASS
6,10834,1,18,1,0,2,2,PASS
6,21668,2,19,1,0,2,2,PASS
6,43336,3,20,1,0,2,2,PASS
6,5425,0,17,1,0,2,2,PASS
6,10850,1,18,1,0,2,2,PASS
6,21700,2,19,1,0,2,2,PASS
6,43400,3,20,1,0,2,2,PASS
6,5445,0,17,1,0,2,2,PASS
6,10890,1,18,1,0,2,2,PASS
6,21780,2,19,1,0,2,2,PASS
6,43560,3,20,1,0,2,2,PASS
6,5449,0,17,1,0,2,2,PASS
6,10898,1,18,1,0,2,2,PASS
6,21796,2,19,1,0,2,2,PASS
6,43592,3,20,1,0,2,2,PASS
6,5457,0,17,1,0,2,2,PASS
6,10914,1,18,1,0,2,2,PASS
6,21828,2,19,1,0,2,2,PASS
6,43656,3,20,1,0,2,2,PASS
6,5513,0,17,1,0,2,2,PASS
6,11026,1,18,1,0,2,2,PASS
6,22052,2,19,1,0,2,2,PASS
6,44104,3,20,1,0,2,2,PASS
6,5521,0,17,1,0,2,2,PASS
6,11042,1,18,1,0,2,2,PASS
6,22084,2,19,1,0,2,2,PASS
6,44168,3,20,1,0,2,2,PASS
6,5667,0,17,1,0,2,2,PASS
6,11334,1,18,1,0,2,2,PASS
6,22668,2,19,1,0,2,2,PASS
6,45336,3,20,1,0,2,2,PASS
6,5669,0,17,1,0,2,2,PASS
6,11338,1,18,1,0,2,2,PASS
6,22676,2,19,1,0,2,2,PASS
6,45352,3,20,1,0,2,2,PASS
6,5673,0,17,1,0,2,2,PASS
6,11346,1,18,1,0,2,2,PASS
6,22692,2,19,1,0,2,2,PASS
6,45384,3,20,1,0,2,2,PASS
6,5681,0,17,1,0,2,2,PASS
6,11362,1,18,1,0,2,2,PASS
6,22724,2,19,1,0,2,2,PASS
6,45448,3,20,1,0,2,2,PASS
6,5701,0,17,1,0,2,2,PASS
6,11402,1,18,1,0,2,2,PASS
6,22804,2,19,1,0,2,2,PASS
6,45608,3,20,1,0,2,2,PASS
6,5705,0,17,1,0,2,2,PASS
6,11410,1,18,1,0,2,2,PASS
6,22820,2,19,1,0,2,2,PASS
6,45640,3,20,1,0,2,2,PASS
6,5713,0,17,1,0,2,2,PASS
6,11426,1,18,1,0,2,2,PASS
6,22852,2,19,1,0,2,2,PASS
6,45704,3,20,1,0,2,2,PASS
6,5769,0,17,1,0,2,2,PASS
6,11538,1,18,1,0,2,2,PASS
6,23076,2,19,1,0,2,2,PASS
6,46152,3,20,1,0,2,2,PASS
6,5777,0,17,1,0,2,2,PASS
6,11554,1,18,1,0,2,2,PASS
6,23108,2,19,1,0,2,2,PASS
6,46216,3,20,1,0,2,2,PASS
6,5905,0,17,1,0,2,2,PASS
6,11810,1,18,1,0,2,2,PASS
6,23620,2,19,1,0,2,2,PASS
6,47240,3,20,1,0,2,2,PASS
5,6281,0,17,2,1,2,1,PASS
5,12562,1,18,2,1,2,1,PASS
5,25124,2,19,2,1,2,1,PASS
5,50248,3,20,2,1,2,1,PASS
6,6283,0,17,1,0,2,2,PASS
6,12566,1,18,1,0,2,2,PASS
6,25132,2,19,1,0,2,2,PASS
6,50264,3,20,1,0,2,2,PASS
6,6285,0,17,1,0,2,2,PASS
6,12570,1,18,1,0,2,2,PASS
6,25140,2,19,1,0,2,2,PASS
6,50280,3,20,1,0,2,2,PASS
5,6289,0,17,2,1,2,1,PASS
5,12578,1,18,2,1,2,1,PASS
5,25156,2,19,2,1,2,1,PASS
5,50312,3,20,2,1,2,1,PASS
6,6291,0,17,1,0,2,2,PASS
6,12582,1,18,1,0,2,2,PASS
6,25164,2,19,1,0,2,2,PASS
6,50328,3,20,1,0,2,2,PASS
6,6293,0,17,1,0,2,2,PASS
6,12586,1,18,1,0,2,2,PASS
6,25172,2,19,1,0,2,2,PASS
6,50344,3,20,1,0,2,2,PASS
6,6297,0,17,1,0,2,2,PASS
6,12594,1,18,1,0,2,2,PASS
6,25188,2,19,1,0,2,2,PASS
6,50376,3,20,1,0,2,2,PASS
6,6307,0,17,1,0,2,2,PASS
6,12614,1,18,1,0,2,2,PASS
6,25228,2,19,1,0,2,2,PASS
6,50456,3,20,1,0,2,2,PASS
6,6309,0,17,1,0,2,2,PASS
6,12618,1,18,1,0,2,2,PASS
6,25236,2,19,1,0,2,2,PASS
6,50472,3,20,1,0,2,2,PASS
6,6313,0,17,1,0,2,2,PASS
6,12626,1,18,1,0,2,2,PASS
6,25252,2,19,1,0,2,2,PASS
6,50504,3,20,1,0,2,2,PASS
6,6321,0,17,1,0,2,2,PASS
6,12642,1,18,1,0,2,2,PASS
6,25284,2,19,1,0,2,2,PASS
6,50568,3,20,1,0,2,2,PASS
6,6341,0,17,1,0,2,2,PASS
6,12682,1,18,1,0,2,2,PASS
6,25364,2,19,1,0,2,2,PASS
6,50728,3,20,1,0,2,2,PASS
6,6345,0,17,1,0,2,2,PASS
6,12690,1,18,1,0,2,2,PASS
6,25380,2,19,1,0,2,2,PASS
6,50760,3,20,1,0,2,2,PASS
6,6353,0,17,1,0,2,2,PASS
6,12706,1,18,1,0,2,2,PASS
6,25412,2,19,1,0,2,2,PASS
6,50824,3,20,1,0,2,2,PASS
5,6417,0,17,2,1,2,1,PASS
5,12834,1,18,2,1,2,1,PASS
5,25668,2,19,2,1,2,1,PASS
5,51336,3,20,2,1,2,1,PASS
6,6419,0,17,1,0,2,2,PASS
6,12838,1,18,1,0,2,2,PASS
6,25676,2,19,1,0,2,2,PASS
6,51352,3,20,1,0,2,2,PASS
6,6421,0,17,1,0,2,2,PASS
6,12842,1,18,1,0,2,2,PASS
6,25684,2,19,1,0,2,2,PASS
6,51368,3,20,1,0,2,2,PASS
6,6425,0,17,1,0,2,2,PASS
6,12850,1,18,1,0,2,2,PASS
6,25700,2,19,1,0,2,2,PASS
6,51400,3,20,1,0,2,2,PASS
6,6435,0,17,1,0,2,2,PASS
6,12870,1,18,1,0,2,2,PASS
6,25740,2,19,1,0,2,2,PASS
6,51480,3,20,1,0,2,2,PASS
6,6437,0,17,1,0,2,2,PASS
6,12874,1,18,1,0,2,2,PASS
6,25748,2,19,1,0,2,2,PASS
6,51496,3,20,1,0,2,2,PASS
6,6441,0,17,1,0,2,2,PASS
6,12882,1,18,1,0,2,2,PASS
6,25764,2,19,1,0,2,2,PASS
6,51528,3,20,1,0,2,2,PASS
6,6449,0,17,1,0,2,2,PASS
6,12898,1,18,1,0,2,2,PASS
6,25796,2,19,1,0,2,2,PASS
6,51592,3,20,1,0,2,2,PASS
6,6469,0,17,1,0,2,2,PASS
6,12938,1,18,1,0,2,2,PASS
6,25876,2,19,1,0,2,2,PASS
6,51752,3,20,1,0,2,2,PASS
6,6473,0,17,1,0,2,2,PASS
6,12946,1,18,1,0,2,2,PASS
6,25892,2,19,1,0,2,2,PASS
6,51784,3,20,1,0,2,2,PASS
6,6481,0,17,1,0,2,2,PASS
6,12962,1,18,1,0,2,2,PASS
6,25924,2,19,1,0,2,2,PASS
6,51848,3,20,1,0,2,2,PASS
6,6537,0,17,1,0,2,2,PASS
6,13074,1,18,1,0,2,2,PASS
6,26148,2,19,1,0,2,2,PASS
6,52296,3,20,1,0,2,2,PASS
6,6545,0,17,1,0,2,2,PASS
6,13090,1,18,1,0,2,2,PASS
6,26180,2,19,1,0,2,2,PASS
6,52360,3,20,1,0,2,2,PASS
6,6691,0,17,1,0,2,2,PASS
6,13382,1,18,1,0,2,2,PASS
6,26764,2,19,1,0,2,2,PASS
6,53528,3,20,1,0,2,2,PASS
6,6693,0,17,1,0,2,2,PASS
6,13386,1,18,1,0,2,2,PASS
6,26772,2,19,1,0,2,2,PASS
6,53544,3,20,1,0,2,2,PASS
6,6697,0,17,1,0,2,2,PASS
6,13394,1,18,1,0,2,2,PASS
6,26788,2,19,1,0,2,2,PASS
6,53576,3,20,1,0,2,2,PASS
6,6705,0,17,1,0,2,2,PASS
6,13410,1,18,1,0,2,2,PASS
6,26820,2,19,1,0,2,2,PASS
6,53640,3,20,1,0,2,2,PASS
6,6725,0,17,1,0,2,2,PASS
6,13450,1,18,1,0,2,2,PASS
6,26900,2,19,1,0,2,2,PASS
6,53800,3,20,1,0,2,2,PASS
6,6729,0,17,1,0,2,2,PASS
6,13458,1,18,1,0,2,2,PASS
6,26916,2,19,1,0,2,2,PASS
6,53832,3,20,1,0,2,2,PASS
6,6737,0,17,1,0,2,2,PASS
6,13474,1,18,1,0,2,2,PASS
6,26948,2,19,1,0,2,2,PASS
6,53896,3,20,1,0,2,2,PASS
6,6793,0,17,1,0,2,2,PASS
6,13586,1,18,1,0,2,2,PASS
6,27172,2,19,1,0,2,2,PASS
6,54344,3,20,1,0,2,2,PASS
6,6801,0,17,1,0,2,2,PASS
6,13602,1,18,1,0,2,2,PASS
6,27204,2,19,1,0,2,2,PASS
6,54408,3,20,1,0,2,2,PASS
6,6929,0,17,1,0,2,2,PASS
6,13858,1,18,1,0,2,2,PASS
6,27716,2,19,1,0,2,2,PASS
6,55432,3,20,1,0,2,2,PASS
6,7237,0,17,1,0,2,2,PASS
6,14474,1,18,1,0,2,2,PASS
6,28948,2,19,1,0,2,2,PASS
6,57896,3,20,1,0,2,2,PASS
6,7241,0,17,1,0,2,2,PASS
6,14482,1,18,1,0,2,2,PASS
6,28964,2,19,1,0,2,2,PASS
6,57928,3,20,1,0,2,2,PASS
6,7249,0,17,1,0,2,2,PASS
6,14498,1,18,1,0,2,2,PASS
6,28996,2,19,1,0,2,2,PASS
6,57992,3,20,1,0,2,2,PASS
6,7305,0,17,1,0,2,2,PASS
6,14610,1,18,1,0,2,2,PASS
6,29220,2,19,1,0,2,2,PASS
6,58440,3,20,1,0,2,2,PASS
6,7313,0,17,1,0,2,2,PASS
6,14626,1,18,1,0,2,2,PASS
6,29252,2,19,1,0,2,2,PASS
6,58504,3,20,1,0,2,2,PASS
6,7441,0,17,1,0,2,2,PASS
6,14882,1,18,1,0,2,2,PASS
6,29764,2,19,1,0,2,2,PASS
6,59528,3,20,1,0,2,2,PASS
5,8739,0,18,2,1,2,1,PASS
5,17478,1,19,2,1,2,1,PASS
5,34956,2,20,2,1,2,1,PASS
5,69912,3,21,2,1,2,1,PASS
5,8741,0,18,2,1,2,1,PASS
5,17482,1,19,2,1,2,1,PASS
5,34964,2,20,2,1,2,1,PASS
5,69928,3,21,2,1,2,1,PASS
6,8743,0,18,1,0,2,2,PASS
6,17486,1,19,1,0,2,2,PASS
6,34972,2,20,1,0,2,2,PASS
6,69944,3,21,1,0,2,2,PASS
5,8745,0,18,2,1,2,1,PASS
5,17490,1,19,2,1,2,1,PASS
5,34980,2,20,2,1,2,1,PASS
5,69960,3,21,2,1,2,1,PASS
6,8747,0,18,1,0,2,2,PASS
6,17494,1,19,1,0,2,2,PASS
6,34988,2,20,1,0,2,2,PASS
6,69976,3,21,1,0,2,2,PASS
6,8749,0,18,1,0,2,2,PASS
6,17498,1,19,1,0,2,2,PASS
6,34996,2,20,1,0,2,2,PASS
6,69992,3,21,1,0,2,2,PASS
5,8753,0,18,2,1,2,1,PASS
5,17506,1,19,2,1,2,1,PASS
5,35012,2,20,2,1,2,1,PASS
5,70024,3,21,2,1,2,1,PASS
6,8755,0,18,1,0,2,2,PASS
6,17510,1,19,1,0,2,2,PASS
6,35020,2,20,1,0,2,2,PASS
6,70040,3,21,1,0,2,2,PASS
6,8757,0,18,1,0,2,2,PASS
6,17514,1,19,1,0,2,2,PASS
6,35028,2,20,1,0,2,2,PASS
6,70056,3,21,1,0,2,2,PASS
6,8761,0,18,1,0,2,2,PASS
6,17522,1,19,1,0,2,2,PASS
6,35044,2,20,1,0,2,2,PASS
6,70088,3,21,1,0,2,2,PASS
5,8773,0,18,2,1,2,1,PASS
5,17546,1,19,2,1,2,1,PASS
5,35092,2,20,2,1,2,1,PASS
5,70184,3,21,2,1,2,1,PASS
6,8775,0,18,1,0,2,2,PASS
6,17550,1,19,1,0,2,2,PASS
6,35100,2,20,1,0,2,2,PASS
6,70200,3,21,1,0,2,2,PASS
5,8777,0,18,2,1,2,1,PASS
5,17554,1,19,2,1,2,1,PASS
5,35108,2,20,2,1,2,1,PASS
5,70216,3,21,2,1,2,1,PASS
6,8779,0,18,1,0,2,2,PASS
6,17558,1,19,1,0,2,2,PASS
6,35116,2,20,1,0,2,2,PASS
6,70232,3,21,1,0,2,2,PASS
6,8781,0,18,1,0,2,2,PASS
6,17562,1,19,1,0,2,2,PASS
6,35124,2,20,1,0,2,2,PASS
6,70248,3,21,1,0,2,2,PASS
5,8785,0,18,2,1,2,1,PASS
5,17570,1,19,2,1,2,1,PASS
5,35140,2,20,2,1,2,1,PASS
5,70280,3,21,2,1,2,1,PASS
6,8787,0,18,1,0,2,2,PASS
6,17574,1,19,1,0,2,2,PASS
6,35148,2,20,1,0,2,2,PASS
6,70296,3,21,1,0,2,2,PASS
6,8789,0,18,1,0,2,2,PASS
6,17578,1,19,1,0,2,2,PASS
6,35156,2,20,1,0,2,2,PASS
